"id","productname","sales_count","base_stock","turnover_ratio","partition_date"
360,바른 진미오징어채 200g,1,10,0.1,"2025-04-02"
361,두마리영계(500gX2마리),1,10,0.1,"2025-04-02"
362,[가정의 달]건어물 특선선물세트 6호(조림멸치대멸치새우지주식재래김쌈다시마 外),1,9,0.111111,"2025-04-02"
363,[기꼬망]혼쯔유 500ml,1,9,0.111111,"2025-04-02"
364,다시마 더한 진간장 900ml,1,20,0.05,"2025-04-02"
365,정성깃든고추장 1kg,2,10,0.2,"2025-04-02"
366,고춧가루 1kg,1,20,0.05,"2025-04-02"
367,정성깃든된장 1kg,1,8,0.125,"2025-04-02"
368,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,2,17,0.117647,"2025-04-02"
369,어울림 건강차 2종 선물세트 4호 (우엉차팥차),1,10,0.1,"2025-04-02"
370,더달콤 스테비아 대추방울 토마토 1kg (팩),1,10,0.1,"2025-04-02"
371,튜브 고소쌈장 360g,1,10,0.1,"2025-04-02"
372,프리미엄 와규(MB6-7) 선물세트,1,10,0.1,"2025-04-02"
373,백설 순두부 찌개양념 130g,1,11,0.0909091,"2025-04-02"
374,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,8,0.125,"2025-04-02"
375,비비고 한식간장 김자반 50g*2,1,9,0.111111,"2025-04-02"
376,GAP 삼겹살용 모둠쌈 (250g),1,10,0.1,"2025-04-02"
377,밥새우 500g 새우반찬 아이들반찬,1,9,0.111111,"2025-04-02"
378,프리미엄 굴소스500g,1,10,0.1,"2025-04-02"
379,만번치댄 사누끼 우동면 230g*5,1,9,0.111111,"2025-04-02"
380,백설 맛술 800ml(생강),1,44,0.0227273,"2025-04-02"
381,진간장 금F3 860ml,1,12,0.0833333,"2025-04-02"
382,무농약 찰수수쌀 450g,1,10,0.1,"2025-04-02"
383,볶음깨소금 250g,1,19,0.0526316,"2025-04-02"
384,특등급 국산콩 콩나물 340g,1,10,0.1,"2025-04-02"
385,[물맛남] 국내산 신선한 생굴 3kg,1,9,0.111111,"2025-04-02"
386,친환경 부추 200g,1,10,0.1,"2025-04-02"
387,청홍피망 2입/봉,1,10,0.1,"2025-04-02"
388,미원 맛소금 250g,1,17,0.0588235,"2025-04-02"
389,황태채 400g,1,10,0.1,"2025-04-02"
390,시골 들기름 300ml,1,10,0.1,"2025-04-02"
391,멸치액젓 500g,1,25,0.04,"2025-04-02"
392,[물맛남] 품질보장 통영 당일작업 생굴 2kg,2,10,0.2,"2025-04-02"
393,미니 사과 (1.5kg내외),1,10,0.1,"2025-04-02"
394,신상 농심 배홍동칼빔면 128g*4개,1,10,0.1,"2025-04-02"
395,[지리산 새희망 상황버섯] 유기농지리산 상황버섯(슬라이스) 선물용 150g (특품),1,10,0.1,"2025-04-02"
396,"2배 사과 식초 900ml",1,10,0.1,"2025-04-02"
397,해찬들 재래식된장 500g,2,10,0.2,"2025-04-02"
398,감자전분맛 400g,1,10,0.1,"2025-04-02"
399,껍질벗긴 들깨가루 300g,2,11,0.181818,"2025-04-02"
400,향긋한 들기름 320ml,1,10,0.1,"2025-04-02"
401,반반상추 (200g),1,10,0.1,"2025-04-02"
402,[신선장인] 김재철 친환경 제주 무 1kg,1,10,0.1,"2025-04-02"
403,곡물 그대로의 고소함이 살아있는 볶은 현미 통곡물 200g,1,10,0.1,"2025-04-02"
404,양조간장 701 500ml,1,16,0.0625,"2025-04-02"
405,명작 2입기획 1단계,1,10,0.1,"2025-04-02"
406,친정엄마 볶음참깨 500g(파우치),1,10,0.1,"2025-04-02"
407,씻거나 불릴필요 없는 맛있는 엄마 밥상 4kg,1,9,0.111111,"2025-04-02"
408,미국냉동우삼겹바로구이600g,1,9,0.111111,"2025-04-02"
409,세척당근 600g (3~5입),1,9,0.111111,"2025-04-02"
410,[냉장][장흥명품한우할인직판장] 구이1호 1.3kg(등심600g+채끝500g+안심200g),1,9,0.111111,"2025-04-02"
411,행복한콩 고소한 순두부 350g*2,1,8,0.125,"2025-04-02"
412,[냉동] 간편하게 나눠쓰는 한우 1등급 다짐육 300g(50g*6),1,10,0.1,"2025-04-02"
413,샘표 새미네부엌 부추파김치양념 120g,1,10,0.1,"2025-04-02"
414,[냉장][노르웨이] 소금간 붉은볼락 (대 마리),1,14,0.0714286,"2025-04-02"
415,튀김가루 1.2kg,1,9,0.111111,"2025-04-02"
416,헬스꼬기 지방제한 호주산 소고기 다짐육 500gX2팩,1,10,0.1,"2025-04-02"
417,[하이몬] 칠리 샤브수끼 소스 300ml,1,10,0.1,"2025-04-02"
418,[냉장][정다운] 1등급 태양초 고추장 오리주물럭 400g,1,10,0.1,"2025-04-02"
419,초록매실 1.35L,1,10,0.1,"2025-04-02"
420,백설 올리고당 1.2kg,1,12,0.0833333,"2025-04-02"
421,I`mperfect 감자 (1kg),1,10,0.1,"2025-04-02"
422,[프리미엄]사랑가득 아모르 과일 선물 혼합세트 S1 8종 4.3kg내외,1,10,0.1,"2025-04-02"
423,신선한 남해 노지 초벌부추 300g,1,10,0.1,"2025-04-02"
424,국산 블루베리 (100g),1,10,0.1,"2025-04-02"
425,청경채 4kg GAP인증,1,10,0.1,"2025-04-02"
426,술픽 덕유 무주구천동머루와인 12도 750ml,1,10,0.1,"2025-04-03"
427,[가격 역주행]시골집 참기름 300ml,1,24,0.0416667,"2025-04-03"
428,[냉동][국산] 손질 삼치살 (600g) (소금간),3,12,0.25,"2025-04-03"
429,행복한콩 깨끗한콩나물 380g,2,9,0.222222,"2025-04-03"
430,[백설]오천년의 신비 명품 천일염 (가는 입자) 250g,1,10,0.1,"2025-04-03"
431,베트남쌀국수간편세트 202g,1,10,0.1,"2025-04-03"
432,[냉장] [1++ No.9] 한우 칼로 다진 다짐육 200g,4,13,0.307692,"2025-04-03"
433,통흑후추65g,2,22,0.0909091,"2025-04-03"
434,백설 하선정 서해안 까나리 액젓 800g,1,9,0.111111,"2025-04-03"
435,[다향] 오리 고추장 주물럭용 (500g),1,8,0.125,"2025-04-03"
436,다시마 더한 진간장 900ml,1,19,0.0526316,"2025-04-03"
437,Im perfect 대파 900g,5,56,0.0892857,"2025-04-03"
438,친환경 감자 600g,1,10,0.1,"2025-04-03"
439,한끼에 하나씩 양배추 (통),2,10,0.2,"2025-04-03"
440,순후추 50g,2,31,0.0645161,"2025-04-03"
441,담금주 강주 34도 1.8L 소주 증류주 내국양조 도수 높은 대용량 담금용 술,1,9,0.111111,"2025-04-03"
442,[건어물연구소] 새우멸치볶음 100g.,1,10,0.1,"2025-04-03"
443,찹쌀호떡믹스 400G,1,10,0.1,"2025-04-03"
444,[백설] 하얀설탕 (1kg),1,12,0.0833333,"2025-04-03"
445,해찬들 초고추장 500g,1,9,0.111111,"2025-04-03"
446,생강가루 55g,3,21,0.142857,"2025-04-03"
447,소소한하루 양파,3,22,0.136364,"2025-04-03"
448,씻어나온 국산 고춧가루 200g,2,13,0.153846,"2025-04-03"
449,하루채소 대파 (200g),4,49,0.0816327,"2025-04-03"
450,[닭구이닭] 닭다리살 구이 (600g),1,8,0.125,"2025-04-03"
451,다진마늘 240g,7,39,0.179487,"2025-04-03"
452,[냉동][국산] 손질 가자미 (500g) (소금간),2,12,0.166667,"2025-04-03"
453,세척당근 600g (3~5입),2,8,0.25,"2025-04-03"
454,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,1,22,0.0454545,"2025-04-03"
455,다진마늘 450g (PET),2,38,0.0526316,"2025-04-03"
456,옛날자른당면300g,1,10,0.1,"2025-04-03"
457,CJ 해찬들 사계절쌈장 170g,1,9,0.111111,"2025-04-03"
458,양파 (1.8kg),3,36,0.0833333,"2025-04-03"
459,순후추 100g,6,55,0.109091,"2025-04-03"
460,피넛버터 크리미 340g,1,9,0.111111,"2025-04-03"
461,저지방 우유 (1L2개),1,10,0.1,"2025-04-03"
462,허브맛솔트마늘양파 52g,1,28,0.0357143,"2025-04-03"
463,[국산의 힘] 라온파프리카 (300g),1,10,0.1,"2025-04-03"
464,그릭요거트 무가당 플레인 400g*2,1,10,0.1,"2025-04-03"
465,생강&매실 맛술830ml,4,31,0.129032,"2025-04-03"
466,백설 참치액 진 더 풍부한 맛 500g,4,36,0.111111,"2025-04-03"
467,[물맛남] 국내산 신선한 생굴 3kg,1,8,0.125,"2025-04-03"
468,신선한 남해 노지 초벌부추 300g,1,9,0.111111,"2025-04-03"
469,행복한콩 고소한 순두부 350g*2,1,7,0.142857,"2025-04-03"
470,청홍피망 2입/봉,1,9,0.111111,"2025-04-03"
471,껍질벗긴 들깨가루 300g,1,9,0.111111,"2025-04-03"
472,하우스 햇 감자 (1kg),1,10,0.1,"2025-04-03"
473,친환경 부추 200g,1,9,0.111111,"2025-04-03"
474,청양고추(봉),3,23,0.130435,"2025-04-03"
475,[생물][국산] 손질 임연수 (마리),1,10,0.1,"2025-04-03"
476,국산 고운 고춧가루 110g,2,15,0.133333,"2025-04-03"
477,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,5,54,0.0925926,"2025-04-03"
478,친환경 당근 500g,2,11,0.181818,"2025-04-03"
479,미림 500ml,2,10,0.2,"2025-04-03"
480,백설 올리고당 1.2kg,2,11,0.181818,"2025-04-03"
481,깐쪽파 (150g),1,9,0.111111,"2025-04-03"
482,친환경 가지 2입/봉 (200g내외),1,10,0.1,"2025-04-03"
483,식용유900ml,2,24,0.0833333,"2025-04-03"
484,국산 껍질벗긴 들깨가루 200g,2,12,0.166667,"2025-04-03"
485,미원 맛소금 250g,2,16,0.125,"2025-04-03"
486,수제망 햇 양파 (1.8kg내외/망),4,34,0.117647,"2025-04-03"
487,파머스픽 흙대파 (봉),3,61,0.0491803,"2025-04-03"
488,청양고추 (150g),2,21,0.0952381,"2025-04-03"
489,친환경 애호박 1개 (150g내외),3,12,0.25,"2025-04-03"
490,[생물][국산] 서해안 참소라 (대)(1kg/팩),1,9,0.111111,"2025-04-03"
491,소소한하루 당근(봉),1,9,0.111111,"2025-04-03"
492,뉴질랜드 단호박 (통),2,10,0.2,"2025-04-03"
493,슈레드 모짜렐라치즈 1kg(개봉 후 냉동보관),1,10,0.1,"2025-04-03"
494,백설 고깃집 된장찌개양념 130g,2,8,0.25,"2025-04-03"
495,제주산 다진마늘 260g,2,45,0.0444444,"2025-04-03"
496,정성깃든쌈장 500g,1,10,0.1,"2025-04-03"
497,특등급 국산콩 투컵두부 600g,1,9,0.111111,"2025-04-03"
498,미원 맛소금 95g,1,16,0.0625,"2025-04-03"
499,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx5병,1,20,0.05,"2025-04-03"
500,무항생제 닭 (볶음탕용) (800g),1,9,0.111111,"2025-04-03"
501,백설 맛술 800ml(생강),3,43,0.0697674,"2025-04-03"
502,[기장] 비빔밥용 해초샐러드 (10g) (비빔소스50g 동봉),1,9,0.111111,"2025-04-03"
503,프리미엄 굴소스 350g,1,10,0.1,"2025-04-03"
504,맛술 830ml(생강&매실),2,38,0.0526316,"2025-04-03"
505,통흑후추 그라인더 65g,1,27,0.037037,"2025-04-03"
506,[하림] 동물복지 IFF 한입쏙 닭가슴살 청양고추 (500g),2,24,0.0833333,"2025-04-03"
507,[지리산 새희망 상황버섯] 유기농지리산 상황버섯(슬라이스) 선물용 150g (특품),1,9,0.111111,"2025-04-03"
508,친정엄마 고춧가루 200g,1,20,0.05,"2025-04-03"
509,흙대파 750g,2,51,0.0392157,"2025-04-03"
510,당근 1.5L,1,9,0.111111,"2025-04-03"
511,진라면 순한맛 (120GX5),1,10,0.1,"2025-04-03"
512,양배추 (통),1,8,0.125,"2025-04-03"
513,정성깃든된장 1kg,1,7,0.142857,"2025-04-03"
514,사조 안심 닭가슴살 135g*4입,1,10,0.1,"2025-04-03"
515,Westgold 버터 400g,1,10,0.1,"2025-04-03"
516,유기농 발아 깨소금 180g,1,19,0.0526316,"2025-04-03"
517,[빙그레] 모짜렐라 피자치즈 240g (60g*4팩),1,10,0.1,"2025-04-03"
518,국산 건표고버섯(슬라이스) 500g,2,8,0.25,"2025-04-03"
519,강원 브로콜리 (2입),1,10,0.1,"2025-04-03"
520,치킨튀김가루 500g,1,10,0.1,"2025-04-03"
521,설탕대신 알룰로스 위드 몽크프루트 830g,1,17,0.0588235,"2025-04-03"
522,푸드맛남 순수 저온압착 참기름350ml+들기름350ml 총2병[35127587],2,24,0.0833333,"2025-04-03"
523,옛날 국수 소면 900g,1,10,0.1,"2025-04-03"
524,[냉동][국산] 가시 99.5% 제거 순살 삼치 (600g),1,10,0.1,"2025-04-03"
525,손질 배추 (1통),1,10,0.1,"2025-04-03"
526,해찬들 재래식된장 500g,1,8,0.125,"2025-04-03"
527,[백설] 갈색설탕 (중백당) 1kg,1,19,0.0526316,"2025-04-03"
528,양구 DMZ펀치볼 삶은 시래기 200g x 20봉.,1,10,0.1,"2025-04-03"
529,[생물][국산] 온가족 손질 민물장어(700g/팩),1,10,0.1,"2025-04-03"
530,메밀소바 211g,1,10,0.1,"2025-04-03"
531,하루채소 청양고추 (60g),1,24,0.0416667,"2025-04-03"
532,국산 참기름 250ml,2,19,0.105263,"2025-04-03"
533,박재서 안동소주 명인 45도 800ml 호리병 선물세트(케이스쇼핑백 포함),2,9,0.222222,"2025-04-03"
534,[생물][국산] 오만둥이 (250g/팩),1,10,0.1,"2025-04-03"
535,샘표 새미네부엌 부추파김치양념 120g,1,9,0.111111,"2025-04-03"
536,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx3병,1,15,0.0666667,"2025-04-03"
537,[오늘아침사과] 명품 사과선물세트 3kg(9과),1,10,0.1,"2025-04-03"
538,백설 순두부 찌개양념 130g,1,10,0.1,"2025-04-03"
539,인큐 애호박 200g (1입),1,13,0.0769231,"2025-04-03"
540,다담 순두부 찌개양념 140g,1,10,0.1,"2025-04-03"
541,[냉장] 제주흑돼지 간장양념 불고기 600g,1,9,0.111111,"2025-04-03"
542,어울림 건강차 2종 선물세트 2호 (돼지감자차여주차),1,10,0.1,"2025-04-03"
543,[냉동][칠레] 동원 훈제연어 슬라이스 (350g*2),1,10,0.1,"2025-04-03"
544,이금기 팬더굴소스 255g,1,8,0.125,"2025-04-03"
545,국산고춧가루 190g,1,18,0.0555556,"2025-04-03"
546,갈아만든 생와사비75g,1,10,0.1,"2025-04-03"
547,토마토케찹500g,1,10,0.1,"2025-04-03"
548,백설 요리올리고당 1.2kg,1,14,0.0714286,"2025-04-03"
549,자연산고등어 400g,1,10,0.1,"2025-04-03"
550,백설 100%통참깨참기름 320ml,1,19,0.0526316,"2025-04-03"
551,동원참치액 진 500g,2,41,0.0487805,"2025-04-03"
552,유기농 엑스트라버진 올리브 오일 750ml,1,9,0.111111,"2025-04-03"
553,"4년근 곡삼 3등 30뿌리 300g/건삼 백삼 고려인삼",1,10,0.1,"2025-04-03"
554,금용농산 미르아토 로제와인 12도 750ml,1,10,0.1,"2025-04-03"
555,[무항생제해발500]냉장등갈비구이용500g,1,9,0.111111,"2025-04-03"
556,월계수잎 20g(파우치),1,10,0.1,"2025-04-03"
557,국산콩 콩나물 300g,1,9,0.111111,"2025-04-03"
558,헬스꼬기 지방제한 호주산 소고기 다짐육 500gX2팩,1,9,0.111111,"2025-04-03"
559,GAP 삼겹살용 모둠쌈 (250g),1,9,0.111111,"2025-04-03"
560,고소한참기름320ml(병),2,16,0.125,"2025-04-03"
561,진간장금F3 500ml,2,10,0.2,"2025-04-03"
562,두부로 만든 콩담백면 150g,1,8,0.125,"2025-04-03"
563,[냉동][러시아] 머리없이 몸통만 담은 잘 말린 반건조 절단 코다리 (4미 570g),1,10,0.1,"2025-04-03"
564,고소한들기름막국수167g,1,10,0.1,"2025-04-03"
565,참깨흑임자 드레싱 300g,1,10,0.1,"2025-04-03"
566,뿌리가 살아있는 버터헤드,1,9,0.111111,"2025-04-03"
567,소금을 넣지 않은 쿠킹버터 450g,1,15,0.0666667,"2025-04-03"
568,파슬리 20g (파우치),1,9,0.111111,"2025-04-03"
569,순살구이 쥐포채 400g (200g*2),1,10,0.1,"2025-04-03"
570,국내산 건조 무청 시래기 나물 200g,1,8,0.125,"2025-04-03"
571,향긋한 들기름 320ml,1,9,0.111111,"2025-04-03"
572,고대곡물 파로(엠머밀) 500g,1,10,0.1,"2025-04-03"
573,감자전분맛 400g,1,9,0.111111,"2025-04-03"
574,I`mperfect 새송이버섯 (500g),1,10,0.1,"2025-04-03"
575,친환경 양파 800g,1,32,0.03125,"2025-04-03"
576,프리미엄 와규(MB6-7) 선물세트,1,9,0.111111,"2025-04-03"
577,하스 엑스트라버진 아보카도오일250ml,1,10,0.1,"2025-04-03"
578,부추 300g,1,10,0.1,"2025-04-03"
579,양조간장 701 500ml,1,15,0.0666667,"2025-04-03"
580,F 120ml*20입,1,10,0.1,"2025-04-03"
581,[해동][아르헨티나] 손질 오징어 (대 마리),1,10,0.1,"2025-04-03"
582,순창 우리쌀미소된장 450g,1,9,0.111111,"2025-04-03"
583,명품 곱창김 캔김 선물세트 (15캔)/조미김/구운김,1,10,0.1,"2025-04-03"
584,"1등급 한우 한판 명품세트 800g(꽃등심/채끝/차돌박이/모듬구이)",1,9,0.111111,"2025-04-04"
585,하루채소 청양고추 (60g),3,23,0.130435,"2025-04-04"
586,딸기우유 200ml*3입,1,8,0.125,"2025-04-04"
587,버터헤드레터스 (180g),1,10,0.1,"2025-04-04"
588,허브맛솔트마늘양파 52g,5,27,0.185185,"2025-04-04"
589,생크림카스테라 150g,1,9,0.111111,"2025-04-04"
590,제주산 다진마늘 260g,3,43,0.0697674,"2025-04-04"
591,바질 (20g),1,10,0.1,"2025-04-04"
592,친환경 팽이버섯 150g,1,8,0.125,"2025-04-04"
593,봉골레 파스타소스 360g,2,9,0.222222,"2025-04-04"
594,순창 쌈장 500g,1,10,0.1,"2025-04-04"
595,국산 무농약 전주콩나물 340g+60g,4,10,0.4,"2025-04-04"
596,친환경 양파 1kg,3,28,0.107143,"2025-04-04"
597,[냉장][정다운] 1등급 태양초 고추장 오리주물럭 400g,2,9,0.222222,"2025-04-04"
598,지구식단 얇은두부면 100g,1,9,0.111111,"2025-04-04"
599,CJ백설 허브맛솔트 50g(마늘맛),2,10,0.2,"2025-04-04"
600,하루채소 대파 (200g),2,45,0.0444444,"2025-04-04"
601,헬스꼬기 지방제한 호주산 소고기 다짐육 150gX5팩,1,13,0.0769231,"2025-04-04"
602,[필리핀산] 감숙왕 허니골드 파인애플 1통 (1.95kg내외),1,10,0.1,"2025-04-04"
603,냉장고에 쓱 찰흑미 1kg,1,10,0.1,"2025-04-04"
604,버터 450g(해동),1,8,0.125,"2025-04-04"
605,냉동 척아이롤 소고기 국거리 1.2kg,1,11,0.0909091,"2025-04-04"
606,해찬들 재래식된장 500g,1,7,0.142857,"2025-04-04"
607,해찬들 초고추장 500g,2,8,0.25,"2025-04-04"
608,튜브형 다진마늘 80g,3,50,0.06,"2025-04-04"
609,동원참치액 진 500g,2,39,0.0512821,"2025-04-04"
610,I`mperfect 향이 가득한 표고버섯 (500g),2,10,0.2,"2025-04-04"
611,씻어나온 국산 고춧가루 200g,1,19,0.0526316,"2025-04-04"
612,촌두부 550g,1,8,0.125,"2025-04-04"
613,한돈케이크 1400g 돼지고기선물세트_삼겹살/목살/항정살/가브리살,6,49,0.122449,"2025-04-04"
614,흙대파 750g,5,82,0.0609756,"2025-04-04"
615,이란산 순수 석류 농축액 원액 주스 100% 무설탕 해썹 인증 660gx1병,1,21,0.047619,"2025-04-04"
616,정성깃든고추장 1kg,1,8,0.125,"2025-04-04"
617,생강&매실 맛술830ml,3,27,0.111111,"2025-04-04"
618,순후추 100g,3,49,0.0612245,"2025-04-04"
619,국산콩 콩나물 300g,1,8,0.125,"2025-04-04"
620,친환경 양파 800g,4,31,0.129032,"2025-04-04"
621,백설 참치액 진 더 풍부한 맛 500g,2,32,0.0625,"2025-04-04"
622,파머스픽 흙대파 (봉),6,58,0.103448,"2025-04-04"
623,아스파라거스(200g/팩),1,10,0.1,"2025-04-04"
624,뉴질랜드 단호박 (통),1,8,0.125,"2025-04-04"
625,파프리카 300g (2입),1,10,0.1,"2025-04-04"
626,무농약 미숫가루 1kg,1,10,0.1,"2025-04-04"
627,순수천혜염 천일염 가는소금 500g,2,11,0.181818,"2025-04-04"
628,멸치액젓 500g,3,24,0.125,"2025-04-04"
629,호주산 LA갈비 리얼678 꽃갈비 선물세트 2.0kg(스티어 등급/기름손질갈비),1,10,0.1,"2025-04-04"
630,[기장] 명품 기장애 다시마 (200g),2,10,0.2,"2025-04-04"
631,헬스꼬기 지방제한 호주산 소고기 다짐육 500gX2팩,1,8,0.125,"2025-04-04"
632,오뚜기 찹쌀쑥 호떡믹스 300g,1,10,0.1,"2025-04-04"
633,[백설] 갈색설탕 (중백당) 1kg,2,18,0.111111,"2025-04-04"
634,마니커닭다리살(정육)400g,1,10,0.1,"2025-04-04"
635,국산꽃게[목포 꽃게살무침]순살게장의 원조 목포에서 만드는 간장/양념 꽃게살비빔밥,1,10,0.1,"2025-04-04"
636,향이 진한 다진마늘 (200g),4,50,0.08,"2025-04-04"
637,오천년의 신비 국산 꽃소금 (천일염) 400g,2,15,0.133333,"2025-04-04"
638,프리미엄 굴소스 350g,1,9,0.111111,"2025-04-04"
639,Im perfect 대파 900g,2,51,0.0392157,"2025-04-04"
640,유기농 발아 볶음참깨 200g,1,9,0.111111,"2025-04-04"
641,간편한감자전믹스 200g,1,10,0.1,"2025-04-04"
642,다진마늘 240g,3,32,0.09375,"2025-04-04"
643,친환경 애호박 1개 (150g내외),1,9,0.111111,"2025-04-04"
644,맛술 830ml(생강&매실),1,36,0.0277778,"2025-04-04"
645,"20+20 더 빅토리아 탄산수/탄산음료 500ml 총 40펫(2박스/별도분리배송)",1,10,0.1,"2025-04-04"
646,[동원 소와나무] 쿨피스 복숭아 (930ml),2,10,0.2,"2025-04-04"
647,[냉장][항공]노르웨이슈페리어생연어필렛300g(전체부위)+간장&와사비소스&해동지증정,1,9,0.111111,"2025-04-04"
648,백설 100%통들깨들기름 320ml,1,9,0.111111,"2025-04-04"
649,친환경 당근 500g,1,9,0.111111,"2025-04-04"
650,설탕대신 알룰로스 위드 몽크프루트 830g,1,16,0.0625,"2025-04-04"
651,친환경 흰 목이버섯 150g,1,9,0.111111,"2025-04-04"
652,[가격 역주행]시골집 참기름 300ml,1,23,0.0434783,"2025-04-04"
653,헬스꼬기 지방제한 호주산 소고기 다짐육 200gX5팩,1,7,0.142857,"2025-04-04"
654,매운 건고추(봉),1,10,0.1,"2025-04-04"
655,감자전분맛 400g,1,8,0.125,"2025-04-04"
656,짜장한그릇 115g*5입,1,10,0.1,"2025-04-04"
657,깐쪽파 (150g),1,8,0.125,"2025-04-04"
658,허브맛솔트순한맛 52g,1,10,0.1,"2025-04-04"
659,백설 자일로스설탕(갈색) 1kg,1,15,0.0666667,"2025-04-04"
660,백설 맛술 800ml(생강),3,40,0.075,"2025-04-04"
661,통흑후추65g,1,20,0.05,"2025-04-04"
662,수제망 햇 양파 (1.8kg내외/망),1,30,0.0333333,"2025-04-04"
663,미국산 냉동 왕블루베리 500g (팩),1,10,0.1,"2025-04-04"
664,[냉장][설성목장] 한돈 고추장 불고기 300g,1,9,0.111111,"2025-04-04"
